Action,Date,Price,Balance/Qty
Buy,2023-05-06 19:00:00,28892.6,0.004544464919226273
Sell,2023-05-06 21:15:00,28754.2,130.6724531804161
Buy,2023-05-07 00:45:00,28929.5,0.004516927467824059
Sell,2023-05-07 03:15:00,28761.6,129.91406105856845
Buy,2023-05-07 07:15:00,28875.8,0.004499063612387136
Sell,2023-05-07 22:45:00,28727.6,129.24729983121267
Buy,2023-05-08 17:00:00,27876.9,0.0046363584125642615
Sell,2023-05-08 17:30:00,27745.5,128.63808233580173
Buy,2023-05-08 23:15:00,27655.6,0.004651429812978266
Sell,2023-05-09 06:00:00,27469.4,127.77198610462519
Buy,2023-05-09 09:15:00,27581.1,0.004632592104906084
Sell,2023-05-09 14:00:00,27452.0,127.17391846388183
Buy,2023-05-09 18:45:00,27546.0,0.004616783506276114
Sell,2023-05-10 17:15:00,27130.1,125.2537982036216
Buy,2023-05-10 22:45:00,27655.5,0.004529073717836293
Sell,2023-05-11 00:30:00,27462.0,124.37742243922027
Buy,2023-05-11 07:30:00,27512.2,0.004520809765820991
Sell,2023-05-11 08:45:00,27381.9,123.78836092673379
Buy,2023-05-11 22:30:00,26927.9,0.004597029880782897
Sell,2023-05-12 02:30:00,26800.0,123.20040080498164
Buy,2023-05-12 11:15:00,26345.7,0.004676300147841266
Sell,2023-05-12 19:00:00,26226.5,122.64298582735896
Buy,2023-05-12 21:00:00,26664.5,0.004599485676737196
Sell,2023-05-18 17:45:00,26475.2,121.77230318875262
Buy,2023-05-18 22:15:00,26875.3,0.0045310118654955525
Sell,2023-05-21 21:15:00,26688.7,120.92681637465115
Buy,2023-05-22 05:30:00,26760.0,0.004518939326406994
Sell,2023-05-24 13:30:00,26620.6,120.29687623255002
Buy,2023-05-24 20:15:00,26410.6,0.0045548710075708244
Sell,2023-05-25 00:15:00,26276.0,119.68379059493098
Buy,2023-05-25 05:45:00,26251.1,0.004559191447022448
Sell,2023-05-25 07:45:00,26118.9,119.08106548563464
Buy,2023-05-25 10:45:00,26238.0,0.004538496283468048
Sell,2023-05-28 21:45:00,27828.5,126.29954382449057
Buy,2023-05-29 21:30:00,27687.3,0.004561641757213256
Sell,2023-05-31 04:45:00,27243.5,124.27508721263933
Buy,2023-05-31 19:30:00,27076.3,0.004589810543266227
Sell,2023-06-01 02:45:00,26705.1,122.57134953897891
Buy,2023-06-01 08:30:00,26856.3,0.004563970075512223
Sell,2023-06-02 00:15:00,26702.9,121.87123652939535
Buy,2023-06-02 03:15:00,26932.1,0.004525129363450876
Sell,2023-06-05 05:00:00,26788.7,121.22233297867649
Buy,2023-06-05 23:00:00,25731.5,0.004711048053112974
Sell,2023-06-06 12:00:00,25449.8,119.89523074211456
Buy,2023-06-06 15:00:00,25972.9,0.004616166494388942
Sell,2023-06-10 04:15:00,25836.3,119.26466239898102
Buy,2023-06-10 10:30:00,25644.9,0.004650619125010471
Sell,2023-06-10 18:45:00,25529.2,118.72658576621731
Buy,2023-06-10 22:00:00,25753.9,0.004610042974703532
Sell,2023-06-14 20:00:00,25574.3,117.89862204796054
Buy,2023-06-15 02:30:00,25095.6,0.004697979807135934
Sell,2023-06-15 05:30:00,24973.7,117.32593830947069
Buy,2023-06-15 13:30:00,25080.9,0.004677899848469181
Sell,2023-06-15 15:45:00,24948.4,116.70611657954854
Buy,2023-06-15 18:00:00,25116.2,0.004646647047704212
Sell,2023-06-17 05:30:00,26713.1,124.1263472500274
Buy,2023-06-17 20:00:00,26507.1,0.004682758477918271
Sell,2023-06-18 23:15:00,26349.0,123.38600313466853
Buy,2023-06-19 03:00:00,26427.9,0.00466877819027121
Sell,2023-06-20 18:45:00,28058.2,130.99751221826767
Buy,2023-06-22 00:45:00,30131.5,0.004347527080240535
Sell,2023-06-22 11:00:00,29962.2,130.26147588358296
Buy,2023-06-22 14:15:00,30146.7,0.004320919897819096
Sell,2023-06-22 14:30:00,29723.0,128.430702122877
Buy,2023-06-22 18:45:00,30131.3,0.004262368438231241
Sell,2023-06-22 21:30:00,29966.1,127.72655885688118
Buy,2023-06-23 04:45:00,29994.0,0.004258403642624565
Sell,2023-07-17 18:30:00,29844.5,127.08992751230882
Buy,2023-07-17 22:15:00,30180.7,0.00421096686002342
Sell,2023-07-18 05:30:00,30030.0,126.45533480650329
Buy,2023-07-18 16:30:00,29832.9,0.004238787875349138
Sell,2023-07-18 16:45:00,29688.0,125.8411344433652
Buy,2023-07-18 23:30:00,29811.7,0.004221199543916154
Sell,2023-07-20 18:15:00,29590.3,124.90656086434215
Buy,2023-07-20 21:45:00,29856.0,0.004183633469464837
Sell,2023-07-22 23:15:00,29682.8,124.18195554743086
Buy,2023-07-23 02:30:00,29853.0,0.00415978144733966
Sell,2023-07-24 03:15:00,29694.4,123.52221420988279
Buy,2023-07-24 07:45:00,29816.4,0.004142760836649722
Sell,2023-07-24 09:45:00,29162.0,120.8111915183792
Buy,2023-07-24 20:15:00,29123.8,0.004148194655861501
Sell,2023-08-01 02:00:00,28907.7,119.91476665324753
Buy,2023-08-01 08:00:00,28905.4,0.00414852472732595
Sell,2023-08-01 15:15:00,28770.1,119.35347125764031
Buy,2023-08-01 17:00:00,28938.0,0.004124454739706971
Sell,2023-08-07 16:00:00,28783.6,118.71665544582956
Buy,2023-08-07 19:00:00,29102.9,0.004079203634202418
Sell,2023-08-16 16:15:00,28963.0,118.14597485740464
Buy,2023-08-16 19:15:00,29140.1,0.00405441212821523
Sell,2023-08-16 20:15:00,28969.5,117.45429214833112
Buy,2023-08-17 05:45:00,28671.7,0.004096523476052384
Sell,2023-08-17 10:45:00,28532.3,116.88323677576942
Buy,2023-08-18 03:30:00,26396.5,0.004427982375533477
Sell,2023-08-18 04:15:00,26198.4,116.00605346717626
Buy,2023-08-18 07:45:00,26413.8,0.004391872940174312
Sell,2023-08-18 13:15:00,26245.8,115.26821881322697
Buy,2023-08-18 20:15:00,26231.3,0.0043943006565906745
Sell,2023-08-18 20:45:00,26072.6,114.57084329902601
Buy,2023-08-19 10:00:00,25914.4,0.0044211266052475075
Sell,2023-08-22 17:30:00,25759.3,113.88512656255212
Buy,2023-08-23 00:15:00,26075.0,0.004367598334134309
Sell,2023-08-23 10:45:00,25954.8,113.36014124278917
Buy,2023-08-23 15:30:00,26123.3,0.004339426536570387
Sell,2023-08-24 15:45:00,25987.3,112.7699792338156
Buy,2023-08-24 21:30:00,26069.3,0.004325777034052146
Sell,2023-08-25 14:30:00,25912.5,112.09169739487623
Buy,2023-08-25 20:15:00,26004.5,0.004310473087153232
Sell,2023-08-29 16:00:00,27632.9,119.11087176999655
Buy,2023-08-30 07:15:00,27450.9,0.004339051607415296
Sell,2023-08-30 11:45:00,27323.5,118.55807659521184
Buy,2023-08-30 20:15:00,27258.2,0.004349446280209692
Sell,2023-08-31 14:00:00,27090.1,117.82693467550857
Buy,2023-09-01 02:30:00,26075.9,0.004518614301922793
Sell,2023-09-01 08:15:00,25953.1,117.27204883923243
Buy,2023-09-01 11:30:00,26030.0,0.004505265034161829
Sell,2023-09-01 14:15:00,25905.3,116.71024228947243
Buy,2023-09-01 21:15:00,25743.1,0.004533651436286711
Sell,2023-09-05 03:00:00,25612.8,116.11950750732427
Buy,2023-09-05 07:15:00,25712.1,0.004516142497397112
Sell,2023-09-06 14:15:00,25582.4,115.53376382541188
Buy,2023-09-06 19:00:00,25653.6,0.004503608219720113
Sell,2023-09-11 14:00:00,25364.4,114.23132032826884
Buy,2023-09-11 23:00:00,25142.0,0.00454344603962568
Sell,2023-09-14 14:15:00,26660.2,121.12918010562855
Buy,2023-09-15 03:45:00,26602.6,0.004553283517612134
Sell,2023-09-15 11:30:00,26475.2,120.54909178548476
Buy,2023-09-15 18:45:00,26333.5,0.004577784638786517
Sell,2023-09-25 00:00:00,26178.6,119.83999294493671
Buy,2023-09-25 09:15:00,26107.0,0.004590339485384637
Sell,2023-10-01 22:15:00,27861.9,127.89557970783821
Buy,2023-10-03 03:30:00,27621.8,0.004630240596479527
Sell,2023-10-03 11:15:00,27471.5,127.19965454618733
Buy,2023-10-03 23:00:00,27400.5,0.0046422384462395695
Sell,2023-10-04 00:30:00,27254.6,126.52235195688097
Buy,2023-10-04 03:30:00,27398.5,0.004617856888401955
Sell,2023-10-06 12:45:00,27238.6,125.7839566404255
Buy,2023-10-06 16:00:00,27900.0,0.00450838554266758
Sell,2023-10-08 13:00:00,27722.0,124.98146401383066
Buy,2023-10-08 15:00:00,27917.8,0.004476766221329426
Sell,2023-10-09 08:30:00,27775.7,124.34531553377975
Buy,2023-10-09 18:45:00,27554.9,0.004512638969249743
Sell,2023-10-10 12:45:00,27411.9,123.70000816117704
Buy,2023-10-10 21:45:00,27414.5,0.004512210989118059
Sell,2023-10-11 02:30:00,27136.5,122.4456135062022
Buy,2023-10-11 09:45:00,27275.2,0.004489265468491604
Sell,2023-10-11 12:30:00,27116.8,121.73451385599313
Buy,2023-10-11 21:30:00,26686.9,0.004561583168370741
Sell,2023-10-16 13:15:00,29466.7,134.41480274743012
Buy,2023-10-17 08:30:00,28374.9,0.004737102254014291
Sell,2023-10-17 12:45:00,28203.5,133.60286342109205
Buy,2023-10-17 16:15:00,28497.0,0.004688313275821737
Sell,2023-10-17 18:45:00,28334.0,132.83866835713312
Buy,2023-10-17 21:45:00,28468.6,0.004666146855030915
Sell,2023-10-18 00:30:00,28321.5,132.15227815475808
Buy,2023-10-18 03:45:00,28498.0,0.004637247461392311
Sell,2023-10-18 09:45:00,28246.2,130.9846192439795
Buy,2023-10-18 17:45:00,28312.2,0.004626437339520754
Sell,2023-10-19 01:30:00,28108.5,130.04221395791913
Buy,2023-10-19 06:00:00,28298.5,0.004595374806364971
Sell,2023-10-21 17:30:00,30062.2,138.14707650390503
Buy,2023-10-22 05:30:00,29972.5,0.0046091275837486035
Sell,2023-10-22 07:30:00,29739.1,137.0713061258581
Buy,2023-10-22 13:00:00,29889.9,0.0045858736939855295
Sell,2023-10-22 21:45:00,29740.5,136.38617659597665
Buy,2023-10-22 23:45:00,29981.5,0.00454901111005042
Sell,2023-10-23 22:00:00,31877.5,145.01110166063225
Buy,2023-10-24 10:15:00,34386.1,0.004217143021762638
Sell,2023-10-24 15:15:00,33609.7,141.73691181853573
Buy,2023-10-24 22:30:00,34062.8,0.004161047001965068
Sell,2023-10-24 23:30:00,33792.2,140.61093249980397
Buy,2023-10-25 05:30:00,33973.7,0.004138817158561004
Sell,2023-10-25 07:30:00,33809.7,139.93216648579997
Buy,2023-10-25 10:45:00,34242.4,0.004086517489597691
Sell,2023-10-26 11:30:00,34058.4,139.180247267714
Buy,2023-10-26 20:15:00,34190.3,0.004070752443462444
Sell,2023-10-27 00:30:00,34031.2,138.53259055395912
Buy,2023-10-27 05:00:00,34055.9,0.004067800015678902
Sell,2023-10-27 16:45:00,33881.0,137.82113233121686
Buy,2023-10-27 22:00:00,33833.3,0.004073535018198546
Sell,2023-11-08 23:30:00,35910.0,146.28064250350977
Buy,2023-11-09 22:15:00,36592.9,0.003997514340309452
Sell,2023-11-14 00:00:00,36396.1,145.49393168133685
Buy,2023-11-14 04:45:00,36528.0,0.0039830796014382625
Sell,2023-11-14 11:15:00,36320.3,144.66664604811814
Buy,2023-11-14 15:00:00,36522.0,0.003961082253110951
Sell,2023-11-14 15:15:00,36271.7,143.67518716016446
Buy,2023-11-15 00:00:00,35575.0,0.004038655998880238
Sell,2023-11-15 03:45:00,35408.4,143.002347070751
Buy,2023-11-15 05:45:00,35619.4,0.004014732058113022
Sell,2023-11-15 22:30:00,37789.1,151.7131112172388
Buy,2023-11-16 07:45:00,37460.7,0.004049927289592528
Sell,2023-11-16 11:45:00,37272.1,150.94929493042164
Buy,2023-11-16 23:45:00,36176.0,0.00417263641448534
Sell,2023-11-17 15:30:00,35990.1,150.17360182096883
Buy,2023-11-17 18:45:00,36486.0,0.004115923965931284
Sell,2023-11-18 05:00:00,36312.6,149.45990060527635
Buy,2023-11-18 09:00:00,36432.9,0.004102333347202016
Sell,2023-11-21 23:15:00,36120.1,148.17669073427152
Buy,2023-11-22 04:15:00,36329.2,0.004078721544495104
Sell,2023-12-01 09:15:00,38586.0,157.38154951588808
Buy,2023-12-01 17:00:00,38733.4,0.004063199964782025
Sell,2023-12-04 05:00:00,41212.1,167.45300326859328
Buy,2023-12-04 19:00:00,41824.8,0.004003677322272749
Sell,2023-12-05 07:00:00,41606.3,166.5781997736767
Buy,2023-12-05 11:45:00,41730.9,0.0039917231541537965
Sell,2023-12-05 22:15:00,44428.4,177.34587298200654
Buy,2023-12-06 09:15:00,43796.3,0.004049334600913925
Sell,2023-12-07 09:00:00,43440.1,175.903499997161
Buy,2023-12-07 14:45:00,43501.2,0.004043647071739653
Sell,2023-12-07 19:00:00,43258.3,174.92129812343546
Buy,2023-12-07 23:45:00,43296.0,0.0040401260653047735
Sell,2023-12-11 02:00:00,41725.9,168.57789618830046
Buy,2023-12-11 09:00:00,42293.4,0.003985914969907845
Sell,2023-12-11 13:30:00,42100.4,167.80861459910824
Buy,2023-12-11 23:00:00,41218.2,0.004071226171912122
Sell,2023-12-12 17:15:00,40920.9,166.59823905819877
Buy,2023-12-12 21:00:00,41375.5,0.004026494883643672
Sell,2023-12-12 21:45:00,41131.2,165.61456635812462
Buy,2023-12-12 22:15:00,41208.9,0.004018902867053588
Sell,2023-12-13 02:00:00,40981.8,164.70187351701676
Buy,2023-12-13 07:15:00,41229.3,0.003994777343224763
Sell,2023-12-13 11:45:00,41035.2,163.9264872346968
Buy,2023-12-13 13:30:00,41473.0,0.003952607412887826
Sell,2023-12-18 00:00:00,41247.4,163.03477900234932
Buy,2023-12-18 06:30:00,41213.1,0.0039558970085324646
Sell,2023-12-18 09:15:00,40914.3,161.85275697619983
Buy,2023-12-18 13:45:00,41381.3,0.003911253560816113
Sell,2023-12-20 14:15:00,44112.8,172.53634607756905
Buy,2023-12-21 04:45:00,43667.6,0.003951129580686117
Sell,2023-12-22 14:15:00,43449.7,171.67539494193755
Buy,2023-12-22 17:45:00,43713.0,0.0039273304266908594
Sell,2023-12-23 02:45:00,43512.7,170.88875065747135
Buy,2023-12-23 07:30:00,43597.5,0.003919691511152505
Sell,2023-12-24 22:00:00,43058.8,168.7772128404135
Buy,2023-12-25 04:00:00,43162.1,0.00391031050019377
Sell,2023-12-26 05:30:00,42783.5,167.29676928504017
Buy,2023-12-26 13:15:00,42711.7,0.003916883881583739
Sell,2023-12-26 15:45:00,42423.1,166.1663565968151
Buy,2023-12-26 21:45:00,42361.3,0.003922598140208518
Sell,2023-12-29 16:45:00,42002.9,164.76049742336437
Buy,2023-12-29 21:45:00,41974.0,0.003925298933229246
Sell,2023-12-30 08:45:00,41613.4,163.34503462804193
Buy,2023-12-30 12:30:00,41979.8,0.0038910388955650556
