timestamp,Close Price,8_SMA,25_SMA,Signal,Position
2024-06-16 21:00:00,0.619,0.619,0.619,0.0,
2024-06-16 21:15:00,0.6192,0.6191,0.6191,0.0,0.0
2024-06-16 21:30:00,0.6185,0.6189,0.6189,0.0,0.0
2024-06-16 21:45:00,0.6186,0.618825,0.618825,0.0,0.0
2024-06-16 22:00:00,0.623,0.61966,0.61966,0.0,0.0
2024-06-16 22:15:00,0.6223,0.6201,0.6201,0.0,0.0
2024-06-16 22:30:00,0.6208,0.6202,0.6202,0.0,0.0
2024-06-16 22:45:00,0.622,0.620425,0.620425,0.0,0.0
2024-06-16 23:00:00,0.6206,0.620625,0.6204444444444444,1.0,1.0
2024-06-16 23:15:00,0.6195,0.6206625,0.62035,1.0,0.0
2024-06-16 23:30:00,0.6189,0.6207125,0.6202181818181818,1.0,0.0
2024-06-16 23:45:00,0.6193,0.6208,0.6201416666666667,1.0,0.0
2024-06-17 00:00:00,0.6162,0.61995,0.6198384615384616,1.0,0.0
2024-06-17 00:15:00,0.6169,0.619275,0.6196285714285714,0.0,-1.0
2024-06-17 00:30:00,0.62,0.619175,0.6196533333333334,0.0,0.0
2024-06-17 00:45:00,0.6155,0.6183625,0.61939375,0.0,0.0
2024-06-17 01:00:00,0.6154,0.6177124999999999,0.6191588235294118,0.0,0.0
2024-06-17 01:15:00,0.6146,0.6171,0.6189055555555556,0.0,0.0
2024-06-17 01:30:00,0.6132,0.6163875,0.6186052631578948,0.0,0.0
2024-06-17 01:45:00,0.6139,0.6157125,0.61837,0.0,0.0
2024-06-17 02:00:00,0.6134,0.6153625,0.6181333333333333,0.0,0.0
2024-06-17 02:15:00,0.6108,0.6145999999999999,0.6178,0.0,0.0
2024-06-17 02:30:00,0.6118,0.613575,0.6175391304347826,0.0,0.0
2024-06-17 02:45:00,0.6114,0.6130625,0.6172833333333333,0.0,0.0
2024-06-17 03:00:00,0.6109,0.6124999999999999,0.617028,0.0,0.0
2024-06-17 03:15:00,0.6096,0.6118750000000001,0.616652,0.0,0.0
2024-06-17 03:30:00,0.6088,0.611325,0.616236,0.0,0.0
2024-06-17 03:45:00,0.6081,0.6106,0.61582,0.0,0.0
2024-06-17 04:00:00,0.607,0.6098,0.6153559999999999,0.0,0.0
2024-06-17 04:15:00,0.6106,0.6097750000000001,0.61486,0.0,0.0
2024-06-17 04:30:00,0.6097,0.6095125,0.614356,0.0,0.0
2024-06-17 04:45:00,0.6115,0.609525,0.613984,0.0,0.0
2024-06-17 05:00:00,0.6131,0.6098,0.613628,0.0,0.0
2024-06-17 05:15:00,0.613,0.610225,0.613324,0.0,0.0
2024-06-17 05:30:00,0.6123,0.6106625,0.613036,0.0,0.0
2024-06-17 05:45:00,0.6097,0.6108625,0.612668,0.0,0.0
2024-06-17 06:00:00,0.6067,0.610825,0.612164,0.0,0.0
2024-06-17 06:15:00,0.6086,0.610575,0.61186,0.0,0.0
2024-06-17 06:30:00,0.6074,0.6102875,0.61148,0.0,0.0
2024-06-17 06:45:00,0.6044,0.6094,0.610856,0.0,0.0
2024-06-17 07:00:00,0.6009,0.607875,0.610272,0.0,0.0
2024-06-17 07:15:00,0.6065,0.6070625,0.609916,0.0,0.0
2024-06-17 07:30:00,0.6046,0.6061000000000001,0.609516,0.0,0.0
2024-06-17 07:45:00,0.6052,0.6055375000000001,0.609196,0.0,0.0
2024-06-17 08:00:00,0.606,0.60545,0.60888,0.0,0.0
2024-06-17 08:15:00,0.6028,0.6047250000000001,0.608456,0.0,0.0
2024-06-17 08:30:00,0.5989,0.6036625,0.60798,0.0,0.0
2024-06-17 08:45:00,0.5994,0.6030375,0.607484,0.0,0.0
2024-06-17 09:00:00,0.6001,0.6029375,0.607032,0.0,0.0
2024-06-17 09:15:00,0.6031,0.6025125,0.6067199999999999,0.0,0.0
2024-06-17 09:30:00,0.5985,0.60175,0.606276,0.0,0.0
2024-06-17 09:45:00,0.5977,0.6008125,0.605832,0.0,0.0
2024-06-17 10:00:00,0.593,0.5991875,0.605228,0.0,0.0
2024-06-17 10:15:00,0.5901,0.5975999999999999,0.6045520000000001,0.0,0.0
2024-06-17 10:30:00,0.5956,0.5971875,0.603952,0.0,0.0
2024-06-17 10:45:00,0.5962,0.5967875,0.6034120000000001,0.0,0.0
2024-06-17 11:00:00,0.5979,0.5965125,0.602868,0.0,0.0
2024-06-17 11:15:00,0.5983,0.5959125000000001,0.602276,0.0,0.0
2024-06-17 11:30:00,0.5968,0.5956999999999999,0.601628,0.0,0.0
2024-06-17 11:45:00,0.5987,0.595825,0.601084,0.0,0.0
2024-06-17 12:00:00,0.5978,0.596425,0.600608,0.0,0.0
2024-06-17 12:15:00,0.5982,0.5974375000000001,0.6002679999999999,0.0,0.0
