open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-04-19 15:00:00,0.6814,0.6855,0.6785,0.6804,17837968.0,2024-04-19 15:59:59.999,12168485.87190,27785,9482591,6468945.98410,0
2024-04-19 16:00:00,0.6803,0.6815,0.6689,0.674,35512447.0,2024-04-19 16:59:59.999,23938244.47440,46356,16609456,11195963.00180,0
2024-04-19 17:00:00,0.674,0.6817,0.6724,0.6786,13157010.0,2024-04-19 17:59:59.999,8898219.24740,27624,6808551,4604891.21690,0
2024-04-19 18:00:00,0.6785,0.6788,0.672,0.6735,9849773.0,2024-04-19 18:59:59.999,6646880.07060,19339,5080943,3428729.30950,0
2024-04-19 19:00:00,0.6734,0.6782,0.6717,0.6779,11054761.0,2024-04-19 19:59:59.999,7458210.16050,18552,5771862,3893912.38220,0
2024-04-19 20:00:00,0.6779,0.6779,0.6675,0.6712,10919044.0,2024-04-19 20:59:59.999,7338505.14950,18134,4796557,3223501.45830,0
2024-04-19 21:00:00,0.6711,0.6775,0.671,0.6773,5167793.0,2024-04-19 21:59:59.999,3487660.21500,11816,2981075,2011924.97120,0
2024-04-19 22:00:00,0.6774,0.6829,0.6756,0.6764,9541739.0,2024-04-19 22:59:59.999,6478311.84690,19617,4931880,3348352.55740,0
2024-04-19 23:00:00,0.6764,0.677,0.661,0.6724,30830933.0,2024-04-19 23:59:59.999,20609126.46270,47736,14041760,9386176.63470,0
2024-04-20 00:00:00,0.6723,0.677,0.6656,0.6667,20507687.0,2024-04-20 00:59:59.999,13764641.70650,39878,10306270,6915677.24790,0
2024-04-20 01:00:00,0.6666,0.6803,0.663,0.6772,17054873.0,2024-04-20 01:59:59.999,11461363.44010,32335,8687841,5841403.19290,0
2024-04-20 02:00:00,0.6771,0.6805,0.675,0.6766,11335826.0,2024-04-20 02:59:59.999,7682621.76900,21645,5649942,3829168.33350,0
2024-04-20 03:00:00,0.6765,0.6794,0.6736,0.679,7382227.0,2024-04-20 03:59:59.999,4991687.79120,14472,3854587,2606539.37630,0
2024-04-20 04:00:00,0.6791,0.6833,0.6766,0.6808,8423002.0,2024-04-20 04:59:59.999,5730365.11700,16191,3520372,2394814.23850,0
2024-04-20 05:00:00,0.6806,0.6829,0.6791,0.6806,6577323.0,2024-04-20 05:59:59.999,4479104.41440,12226,3307580,2252414.21990,0
2024-04-20 06:00:00,0.6805,0.6869,0.6795,0.6843,8550037.0,2024-04-20 06:59:59.999,5841972.61930,15518,4465002,3050452.34840,0
