entry price,close price,profit,entry price difference,open_time,close_time
2216.8,2223.4,6.7,0.4,,
2225.3,2218.5,6.9,0.4,,
2224.8,2228.6,-3.8,0.0,,
2224.9,2210.8,14.0,0.4,,
2215.3,2211.4,-3.9,0.0,,
2216.3,2223.0,6.7,0.4,,
2213.5,2228.3,14.8,0.4,,
